kew_internal_concept_db,kew_internal_concept_id,kingdom,phylum,h_class,h_order,family,genus,species,infraspecific_type,infraspecific_description,author,taxonomic_status,med_ref_count,med_ref_count_for_synonyms,confidence_level,unii,kew_internal_species_concept_identifier,kew_internal_name_identifier
wcsCmp,799221,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,deppeanum,,,Schltdl. & Cham.,Accepted,1,1,M,,,841752-1
wcsCmp,799222,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,depressum,,,Hook. & Arn.,Accepted,1,0,M,,,841753-1
wcsCmp,799243,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,ebracteatum,,,Lam.,Accepted,1,0,M,,,
wcsCmp,799247,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,eburneum,,,Decne.,Accepted,1,0,M,,,
wcsCmp,799248,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,echinatum,,,Urb.,Accepted,1,0,M,,,
wcsCmp,799250,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,elegans,,,Cham. & Schltdl.,Accepted,1,0,M,,,
wcsCmp,799284,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,foetidum,,,L.,Accepted,8,0,H,954N6B470X,,841796-1
wcsCmp,799308,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,gracile,,,F.Delaroche,Accepted,1,0,M,,,841819-1
wcsCmp,799330,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,heterophyllum,,,Engelm.,Accepted,2,0,H,1XM50K7BVM,,841835-1
wcsCmp,799333,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,horridum,,,Malme,Accepted,2,0,M,,,96346-2
wcsCmp,799418,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,maritimum,,,L.,Accepted,12,0,H,PW58525THK,,841903-1
wcsCmp,799443,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,nudicaule,,,Lam.,Accepted,1,0,M,,,
wcsCmp,799475,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,pandanifolium,,,Cham. & Schltdl.,Accepted,1,0,M,,,
wcsCmp,799479,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,paniculatum,,,Cav. & Dombey ex F.Delaroche,Accepted,2,0,M,,,330915-2
wcsCmp,799506,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,planum,,,L.,Accepted,6,0,H,D16BL8QWT3,,841973-1
wcsCmp,799591,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,serratum,,,Cav.,Accepted,1,0,M,,,842041-1
wcsCmp,799673,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,yuccifolium,,,Michx.,Accepted,6,0,H,H131X03XBU,,842103-1
wcsCmp,799674,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Eryngium,yuccifolium,var.,synchaetum,A.Gray ex J.M.Coult. & Rose,Accepted,1,0,M,,799673,96492-2
wcsCmp,799719,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,altaicum,,,C.A.Mey.,Accepted,1,0,M,,,283573-1
wcsCmp,799769,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,asperum,,,(Nutt.) DC.,Accepted,2,0,M,,,30006765-2
wcsCmp,799870,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,canum,,,(Piller & Mitterp.) Polatschek,Accepted,0,1,M,,,
wcsCmp,799871,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,capitatum,,,(Douglas) Greene,Accepted,2,0,M,,,283681-1
wcsCmp,799902,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,cheiranthoides,,,L.,Accepted,2,0,M,,,307231-2
wcsCmp,799915,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,× cheiri,,,(L.) Crantz,Accepted,3,4,M,2907HXP28V,,283703-1
wcsCmp,799954,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,crepidifolium,,,Rchb.,Accepted,1,0,M,,,283739-1
wcsCmp,799962,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,cuspidatum,,,(M.Bieb.) DC.,Accepted,1,0,M,,,283747-1
wcsCmp,799981,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,diffusum,,,Ehrh.,Accepted,2,1,H,,,283764-1
wcsCmp,800140,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,inconspicuum,,,(S.Watson) MacMill.,Accepted,1,0,M,,,1014955-2
wcsCmp,800241,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,marschallianum,,,Andrz. ex DC.,Accepted,1,0,M,,,
wcsCmp,800242,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,× marshallii,,,(Henfr.) Bois,Unplaced,0,1,L,,,
wcsCmp,800426,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Erysimum,repandum,,,L.,Accepted,1,0,M,,,324654-2
wcsCmp,800761,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,abyssinica,,,Lam.,Accepted,4,0,M,,,
wcsCmp,800762,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,acanthocarpa,,,E.Mey.,Accepted,1,0,M,,,
wcsCmp,800765,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,addisoniae,,,Hutch. & Dalziel,Accepted,1,0,M,,,
wcsCmp,800771,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,americana,,,Mill.,Accepted,3,0,H,31KJC1ZKTW,,
wcsCmp,800774,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,arborescens,,,Roxb.,Accepted,1,0,M,,,
wcsCmp,800800,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,caffra,,,Thunb.,Accepted,1,0,M,,,
wcsCmp,800819,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,corallodendron,,,L.,Accepted,0,1,M,,,
wcsCmp,800826,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,coralloides,,,Moc. & Sessé ex DC.,Accepted,3,0,H,3307691GGP,,
wcsCmp,800831,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,crista-galli,,,L.,Accepted,2,0,M,,,
wcsCmp,800836,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,decora,,,Harms,Accepted,1,0,M,,,
wcsCmp,800838,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,dominguezii,,,Hassl.,Accepted,1,0,M,,,
wcsCmp,800851,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,excelsa,,,Baker,Accepted,2,0,M,,,
wcsCmp,800855,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,flabelliformis,,,Kearney,Accepted,1,0,M,,,
wcsCmp,800861,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,fusca,,,Lour.,Accepted,3,1,M,,,
wcsCmp,800880,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,herbacea,,,L.,Accepted,1,0,M,,,
wcsCmp,800890,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,humeana,,,Spreng.,Accepted,1,0,M,,,
wcsCmp,800914,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,latissima,,,E.Mey.,Accepted,1,0,M,,,
wcsCmp,800925,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,lysistemon,,,Hutch.,Accepted,1,0,M,,,
wcsCmp,800931,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,martii,,,Colla,Accepted,0,1,M,,,
wcsCmp,800940,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,mexicana,,,Krukoff,Accepted,1,0,M,,,
wcsCmp,800943,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,mildbraedii,,,Harms,Accepted,3,0,M,,,
wcsCmp,800981,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,poeppigiana,,,(Walp.) O.F.Cook,Accepted,1,0,M,,,
wcsCmp,801003,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,rubrinervia,,,Kunth,Accepted,1,0,M,,,
wcsCmp,801007,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,sandwicensis,,,O.Deg.,Accepted,1,0,M,,,
wcsCmp,801013,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,senegalensis,,,DC.,Accepted,3,0,M,,,
wcsCmp,801016,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,sigmoidea,,,Hua,Accepted,2,0,M,,,
wcsCmp,801031,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,stricta,,,Roxb.,Accepted,2,0,H,NU815YHH1S,,
wcsCmp,801035,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,suberosa,,,Roxb.,Accepted,1,0,M,,,
wcsCmp,801039,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,subumbrans,,,(Hassk.) Merr.,Accepted,1,2,M,,,
wcsCmp,801049,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,ulei,,,Harms,Accepted,1,0,M,,,
wcsCmp,801051,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,variegata,,,L.,Accepted,7,1,H,E8696F8I1D,,
wcsCmp,801054,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,velutina,,,Willd.,Accepted,2,1,M,,,
wcsCmp,801057,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,verna,,,Vell.,Accepted,2,1,H,0A85T9858A,,
wcsCmp,801070,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrina,zeyheri,,,Harv.,Accepted,1,0,M,,,
wcsCmp,801100,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrophleum,africanum,,,(Benth.) Harms,Accepted,3,0,M,,,
wcsCmp,801107,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrophleum,fordii,,,Oliv.,Accepted,1,0,M,,,
wcsCmp,801110,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrophleum,ivorense,,,A.Chev.,Accepted,1,1,M,,,
wcsCmp,801113,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrophleum,lasianthum,,,Corbishley,Accepted,2,0,M,,,
wcsCmp,801119,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrophleum,suaveolens,,,(Guill. & Perr.) Brenan,Accepted,4,2,M,49KZU5X192,,
wcsCmp,801221,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Erythrostemon,gilliesii,,,(Wall. ex Hook.) Klotzsch,Accepted,0,4,M,,,
wcsCmp,801328,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,coca,,,Lam.,Accepted,18,0,M,Z26EPJ7TB4,,330132-2
wcsCmp,801355,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,cuneatum,,,(Miq.) Kurz,Accepted,0,1,M,,,
wcsCmp,801390,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,emarginatum,,,Thonn.,Accepted,1,0,M,,,544043-1
wcsCmp,801454,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,hypericifolium,,,Lam.,Accepted,1,0,M,,,544068-1
wcsCmp,801483,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,laurifolium,,,Lam.,Accepted,1,0,M,,,544078-1
wcsCmp,801507,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,macrocarpum,,,O.E.Schulz,Accepted,1,0,M,,,
wcsCmp,801520,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,mannii,,,Oliv.,Accepted,1,0,M,,,544093-1
wcsCmp,801546,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,monogynum,,,Roxb.,Accepted,1,0,M,,,544103-1
wcsCmp,801548,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,moonii,,,Hochr.,Accepted,0,1,M,,,
wcsCmp,801566,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,novocaledonicum,,,O.E.Schulz,Accepted,1,0,M,,,
wcsCmp,801567,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,novogranatense,,,(D.Morris) Hieron.,Accepted,1,0,M,,,97004-2
wcsCmp,801571,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,novogranatense,var.,truxillense,(Rusby) Plowman,Accepted,0,1,M,,801567,
wcsCmp,801612,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,pictum,,,E.Mey. ex Harv. & Sond.,Accepted,1,0,M,,,
wcsCmp,801627,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,pungens,,,O.E.Schulz,Accepted,2,0,M,,,276874-2
wcsCmp,801636,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,revolutum,,,Mart.,Accepted,1,0,M,,,544140-1
wcsCmp,801662,Plantae,Angiospermae,Eudicots,Malpighiales,Erythroxylaceae,Erythroxylum,sideroxyloides,,,Lam.,Accepted,1,0,M,,,544148-1
wcsCmp,801843,Plantae,Angiospermae,Eudicots,Escalloniales,Escalloniaceae,Escallonia,megapotamica,,,Spreng.,Accepted,0,1,M,,,
wcsCmp,801857,Plantae,Angiospermae,Eudicots,Escalloniales,Escalloniaceae,Escallonia,myrtoidea,,,Bertero ex DC.,Accepted,1,0,M,,,
wcsCmp,801879,Plantae,Angiospermae,Eudicots,Escalloniales,Escalloniaceae,Escallonia,pulverulenta,,,(Ruiz & Pav.) Pers.,Accepted,1,0,M,,,791086-1
wcsCmp,801892,Plantae,Angiospermae,Eudicots,Escalloniales,Escalloniaceae,Escallonia,revoluta,,,(Ruiz & Pav.) Pers.,Accepted,1,0,M,,,791095-1
wcsCmp,801900,Plantae,Angiospermae,Eudicots,Escalloniales,Escalloniaceae,Escallonia,rubra,,,(Ruiz & Pav.) Pers.,Accepted,2,0,M,,,
wcsCmp,801937,Plantae,Angiospermae,Eudicots,Escalloniales,Escalloniaceae,Escallonia,tucumanensis,,,Hosseus,Accepted,1,0,M,,,
wcsCmp,801940,Plantae,Angiospermae,Eudicots,Escalloniales,Escalloniaceae,Escallonia,virgata,,,(Ruiz & Pav.) Pers.,Accepted,2,0,M,,,791123-1
wcsCmp,801972,Plantae,Angiospermae,Eudicots,Ranunculales,Papaveraceae,Eschscholzia,californica,,,Cham.,Accepted,16,0,H,9315HN272X,,672740-1
wcsCmp,802080,Plantae,Angiospermae,Eudicots,Ranunculales,Papaveraceae,Eschscholzia,parishii,,,Greene,Accepted,1,0,M,,,672803-1
wcsCmp,802205,Plantae,Angiospermae,Eudicots,Caryophyllales,Cactaceae,Escobaria,vivipara,,,(Nutt.) Buxb.,Accepted,1,0,M,,,
wcsCmp,802273,Plantae,Angiospermae,Eudicots,Lamiales,Orobanchaceae,Escobedia,grandiflora,,,(L.f.) Kuntze,Accepted,0,1,M,,,
wcsCmp,802275,Plantae,Angiospermae,Eudicots,Lamiales,Orobanchaceae,Escobedia,laevis,,,Schltdl. & Cham.,Accepted,1,1,M,,,802271-1
wcsCmp,802325,Plantae,Angiospermae,Eudicots,Sapindales,Rutaceae,Esenbeckia,febrifuga,,,(A.St.-Hil.) A.Juss. ex Mart.,Accepted,1,0,M,,,
wcsCmp,802329,Plantae,Angiospermae,Eudicots,Sapindales,Rutaceae,Esenbeckia,flava,,,Brandegee,Accepted,1,0,M,,,772833-1
wcsCmp,802515,Plantae,Angiospermae,Eudicots,Brassicales,Capparaceae,Euadenia,eminens,,,Hook.f.,Accepted,1,0,M,,,147540-1
wcsCmp,802610,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Euchresta,horsfieldii,,,(Lesch.) Benn.,Accepted,1,0,M,,,
wcsCmp,802757,Plantae,Angiospermae,Eudicots,Garryales,Eucommiaceae,Eucommia,ulmoides,,,Oliv.,Accepted,14,0,H,21176878UY,,554475-1
wcsCmp,802761,Plantae,Angiospermae,Eudicots,Oxalidales,Eucryphiaceae,Eucryphia,cordifolia,,,Cav.,Accepted,1,0,M,,,724849-1
wcsCmp,803149,Plantae,Angiospermae,Eudicots,Celastrales,Celastraceae,Euonymus,alatus,,,(Thunb.) Siebold,Accepted,2,0,M,I7IV43233H,,30148396-2
wcsCmp,803169,Plantae,Angiospermae,Eudicots,Celastrales,Celastraceae,Euonymus,americanus,,,L.,Accepted,1,1,M,,,30067863-2
wcsCmp,803182,Plantae,Angiospermae,Eudicots,Celastrales,Celastraceae,Euonymus,atropurpureus,,,Jacq.,Accepted,10,0,H,70MHD7KZR4,,276986-2
wcsCmp,803245,Plantae,Angiospermae,Eudicots,Celastrales,Celastraceae,Euonymus,cochinchinensis,,,Pierre,Accepted,1,0,M,,,160835-1
wcsCmp,803281,Plantae,Angiospermae,Eudicots,Celastrales,Celastraceae,Euonymus,echinatus,,,Wall.,Accepted,0,1,M,,,
wcsCmp,803293,Plantae,Angiospermae,Eudicots,Celastrales,Celastraceae,Euonymus,europaeus,,,L.,Accepted,11,0,M,QVI3V62M4Z,,160876-1
wcsCmp,803326,Plantae,Angiospermae,Eudicots,Celastrales,Celastraceae,Euonymus,fortunei,,,(Turcz.) Hand.-Mazz.,Accepted,0,2,M,,,
wcsCmp,803668,Plantae,Angiospermae,Eudicots,Celastrales,Celastraceae,Euonymus,tingens,,,Wall.,Accepted,1,0,M,,,161155-1
wcsCmp,803688,Plantae,Angiospermae,Eudicots,Celastrales,Celastraceae,Euonymus,verrucosus,,,Scop.,Accepted,1,0,M,,,161173-1
wcsCmp,804405,Plantae,Angiospermae,Eudicots,Lamiales,Orobanchaceae,Euphrasia,rostkoviana,,,Hayne,Accepted,1,0,H,,,
wcsCmp,804468,Plantae,Angiospermae,Eudicots,Lamiales,Orobanchaceae,Euphrasia,stricta,,,J.P.Wolff ex J.F.Lehm.,Accepted,2,0,H,C9642I91WL,,
wcsCmp,804625,Plantae,Angiospermae,Eudicots,Lamiales,Boraginaceae,Euploca,ovalifolia,,,(Forssk.) Diane & Hilger,Accepted,0,4,M,,,
wcsCmp,804626,Plantae,Angiospermae,Eudicots,Lamiales,Boraginaceae,Euploca,procumbens,,,(Mill.) Diane & Hilger,Accepted,0,3,M,,,
wcsCmp,804632,Plantae,Angiospermae,Eudicots,Lamiales,Boraginaceae,Euploca,strigosa,,,(Willd.) Diane & Hilger,Accepted,0,3,M,,,
wcsCmp,804885,Plantae,Angiospermae,Eudicots,Ericales,Theaceae,Eurya,japonica,,,Thunb.,Accepted,1,0,M,,,828738-1
wcsCmp,805127,Plantae,Angiospermae,Angiosperms,Nymphaeales,Nymphaeaceae,Euryale,ferox,,,Salisb.,Accepted,8,0,H,A1528YW4L9,,605350-1
wcsCmp,805143,Plantae,Angiospermae,Eudicots,Sapindales,Simaroubaceae,Eurycoma,apiculata,,,A.W.Benn.,Accepted,1,0,M,,,813709-1
wcsCmp,805148,Plantae,Angiospermae,Eudicots,Sapindales,Simaroubaceae,Eurycoma,longifolia,,,Jack,Accepted,4,0,M,8GOM182CI3,,813715-1
wcsCmp,805283,Plantae,Angiospermae,Magnoliids,Laurales,Lauraceae,Eusideroxylon,zwageri,,,Teijsm. & Binn.,Accepted,1,0,M,,,464565-1
wcsCmp,805492,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Eutrema,japonicum,,,(Miq.) Koidz.,Accepted,1,5,M,WA34673193,,
wcsCmp,805755,Plantae,Angiospermae,Eudicots,Sapindales,Rutaceae,Evodia,hortensis,,,J.R.Forst. & G.Forst.,Accepted,1,0,M,,,
wcsCmp,806061,Plantae,Angiospermae,Eudicots,Gentianales,Gentianaceae,Exacum,lawii,,,C.B.Clarke,Accepted,1,0,M,,,367507-1
wcsCmp,806084,Plantae,Angiospermae,Eudicots,Gentianales,Gentianaceae,Exacum,pedunculatum,,,L.,Accepted,1,0,M,,,367524-1
wcsCmp,806130,Plantae,Angiospermae,Eudicots,Gentianales,Gentianaceae,Exacum,tetragonum,,,Roxb.,Accepted,1,1,M,,,
wcsCmp,806252,Plantae,Angiospermae,Eudicots,Gentianales,Gentianaceae,Exochaenium,grande,,,(E.Mey.) Griseb.,Accepted,0,2,M,,,
wcsCmp,806309,Plantae,Angiospermae,Eudicots,Caryophyllales,Amaranthaceae,Exomis,microphylla,,,(Thunb.) Aellen,Accepted,0,0,M,,,
wcsCmp,806310,Plantae,Angiospermae,Eudicots,Caryophyllales,Amaranthaceae,Exomis,microphylla,var.,axyrioides,(Fenzl ex Moq.) Aellen,Accepted,2,0,M,,806309,
wcsCmp,806324,Plantae,Angiospermae,Eudicots,Sapindales,Sapindaceae,Exothea,copalillo,,,(Schltdl.) Radlk.,Accepted,1,0,M,,,102888-2
wcsCmp,806377,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Eysenhardtia,polystachya,,,(Ortega) Sarg.,Accepted,4,1,H,GW7Q71419V,,
wcsCmp,806382,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Eysenhardtia,subcoriacea,,,Pennell,Accepted,1,0,M,,,
wcsCmp,806418,Plantae,Angiospermae,Eudicots,Solanales,Solanaceae,Fabiana,densa,,,J.Rémy,Accepted,1,0,M,,,
wcsCmp,806430,Plantae,Angiospermae,Eudicots,Solanales,Solanaceae,Fabiana,imbricata,,,Ruiz & Pav.,Accepted,7,0,H,1A8787219H,,815741-1
wcsCmp,806442,Plantae,Angiospermae,Eudicots,Solanales,Solanaceae,Fabiana,peckii,,,Niederl.,Accepted,1,0,M,,,
wcsCmp,807108,Plantae,Angiospermae,Eudicots,Zygophyllales,Zygophyllaceae,Fagonia,arabica,,,L.,Accepted,1,0,M,,,873150-1
wcsCmp,807156,Plantae,Angiospermae,Eudicots,Zygophyllales,Zygophyllaceae,Fagonia,cretica,,,L.,Accepted,4,0,H,1BL38O755D,,873163-1
wcsCmp,807198,Plantae,Angiospermae,Eudicots,Zygophyllales,Zygophyllaceae,Fagonia,indica,,,Burm.f.,Accepted,1,0,M,,,873184-1
wcsCmp,807293,Plantae,Angiospermae,Eudicots,Caryophyllales,Polygonaceae,Fagopyrum,acutatum,,,(Lehm.) Mansf. ex K.Hammer,Accepted,0,2,M,,,
wcsCmp,807310,Plantae,Angiospermae,Eudicots,Caryophyllales,Polygonaceae,Fagopyrum,esculentum,,,Moench,Accepted,18,1,H,B10M69172N,,694526-1
wcsCmp,807341,Plantae,Angiospermae,Eudicots,Caryophyllales,Polygonaceae,Fagopyrum,tataricum,,,(L.) Gaertn.,Accepted,1,1,M,QUI432Q6QX,,
wcsCmp,807367,Plantae,Angiospermae,Eudicots,Gentianales,Gentianaceae,Fagraea,berteroana,,,A.Gray ex Benth.,Accepted,1,1,M,UJ425X0LPV,,546101-1
wcsCmp,807436,Plantae,Angiospermae,Eudicots,Gentianales,Gentianaceae,Fagraea,imperialis,,,Miq.,Accepted,1,0,M,,,546160-1
wcsCmp,807506,Plantae,Angiospermae,Eudicots,Gentianales,Gentianaceae,Fagraea,racemosa,,,Jack,Accepted,2,0,M,,,546223-1
wcsCmp,807565,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Faidherbia,albida,,,(Delile) A.Chev.,Accepted,3,3,H,ZN42N783B8,,
wcsCmp,807597,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Falcaria,vulgaris,,,Bernh.,Accepted,1,0,M,,,842163-1
wcsCmp,807609,Plantae,Angiospermae,Eudicots,Fabales,Fabaceae,Falcataria,moluccana,,,(Miq.) Barneby & J.W.Grimes,Accepted,0,1,M,,,
wcsCmp,807634,Plantae,Angiospermae,Eudicots,Caryophyllales,Polygonaceae,Fallopia,convolvulus,,,(L.) Á.Löve,Accepted,1,0,M,,,103354-2
wcsCmp,807641,Plantae,Angiospermae,Eudicots,Caryophyllales,Polygonaceae,Fallopia,dumetorum,,,(L.) Holub,Accepted,1,1,M,,,694568-1
wcsCmp,807672,Plantae,Angiospermae,Eudicots,Gentianales,Gentianaceae,Faroa,acaulis,,,R.E.Fr.,Accepted,1,0,M,,,367637-1
wcsCmp,807685,Plantae,Angiospermae,Eudicots,Gentianales,Gentianaceae,Faroa,graveolens,,,Baker,Accepted,1,0,M,,,367650-1
wcsCmp,807695,Plantae,Angiospermae,Eudicots,Gentianales,Gentianaceae,Faroa,salutaris,,,Welw.,Accepted,1,0,M,,,367659-1
wcsCmp,807702,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Farsetia,aegyptia,,,Turra,Accepted,1,0,M,,,
wcsCmp,807737,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Farsetia,jacquemontii,,,Hook.f. & Thomson,Accepted,1,0,M,,,284399-1
wcsCmp,807778,Plantae,Angiospermae,Eudicots,Brassicales,Brassicaceae,Farsetia,stylosa,,,R.Br.,Accepted,0,1,M,,,
wcsCmp,807796,Plantae,Angiospermae,Eudicots,Rosales,Moraceae,Fatoua,pilosa,,,Gaudich.,Accepted,1,0,M,,,852329-1
wcsCmp,807799,Plantae,Angiospermae,Eudicots,Rosales,Moraceae,Fatoua,villosa,,,(Thunb.) Nakai,Accepted,1,0,M,,,583157-1
wcsCmp,807861,Plantae,Angiospermae,Eudicots,Proteales,Proteaceae,Faurea,macnaughtonii,,,E.Phillips,Accepted,1,0,M,,,703639-1
wcsCmp,807864,Plantae,Angiospermae,Eudicots,Proteales,Proteaceae,Faurea,rochetiana,,,(A.Rich.) Chiov. ex Pic.Serm.,Accepted,1,0,M,,,703642-1
wcsCmp,807867,Plantae,Angiospermae,Eudicots,Proteales,Proteaceae,Faurea,saligna,,,Harv.,Accepted,2,0,M,,,703643-1
wcsCmp,808069,Plantae,Angiospermae,Eudicots,Cornales,Hydrangeaceae,Fendlera,rupicola,,,A.Gray,Accepted,1,0,M,,,315095-2
wcsCmp,808309,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Ferula,alliacea,,,Boiss.,Accepted,2,0,M,,,842171-1
wcsCmp,808328,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Ferula,assa-foetida,,,L.,Accepted,12,0,H,CZ8MX5O89C,,842190-1
wcsCmp,808370,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Ferula,communis,,,L.,Accepted,3,0,M,5S9H7NQT11,,842235-1
wcsCmp,808393,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Ferula,diversivittata,,,Regel & Schmalh.,Accepted,2,2,H,6AUK63DV8J,,842252-1
wcsCmp,808401,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Ferula,elaeochytris,,,Korovin,Accepted,1,0,M,,,
wcsCmp,808419,Plantae,Angiospermae,Eudicots,Apiales,Apiaceae,Ferula,foetida,,,(Bunge) Regel,Accepted,8,0,H,,,842277-1
